,theo_u_mean,theo_u_std,theo_u_value_y_max,sampled_u_mean,sampled_u_std,sampled_u_value_y_max
0,3.62139718375175,2.560714506000728,1.810698591875875,3.9023145922879467,3.0332001630638157,1.9153850078582764
