,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[2500, 2499, 2488, 1491, 1497, 1499]","[1498, 1496, 1490]","[2499, 2498, 2487]",8.57241180964312,1.7839230836153452,1.8509668312479086,-1.7136313853478988,0.04716353198872881,1.7092767577461174,1.7341619040496492,0.01643199892068327
