time_ratio,time_ratio,free_energy(kcal/mol),estimated std,Rolling_STD(kcal/mol)
0.85,0.85,0.6486270536908894,0.003354855602003296,0.002284501214173122
0.86,0.86,0.6552717454031866,0.0034098029041523584,0.003754644426737547
0.87,0.87,0.661822372152007,0.0034605716331269974,0.0059913357623366
0.88,0.88,0.6686952945195795,0.003520732880868536,0.008582028766026803
0.89,0.89,0.6753647829294862,0.0035786735147981985,0.011206363783825592
0.9,0.9,0.6821883135739069,0.00363386565260115,0.013730960770497203
0.91,0.91,0.6890831299676821,0.0036873223011398065,0.016073968802583972
0.92,0.92,0.6962349220036576,0.0037374370503531094,0.018199383237498527
0.93,0.93,0.7028937022530588,0.003786888814457807,0.019808835706829633
0.94,0.94,0.7098959015910061,0.003835827867866628,0.020640739452880304
0.95,0.95,0.7169073971441731,0.0038830834317022094,0.020767338115227924
0.96,0.96,0.723601244551388,0.003926795146474942,0.020834592780314066
0.97,0.97,0.7304278008222438,0.003970423991087115,0.0208441431771677
0.98,0.98,0.736471630963203,0.004011518027888383,0.02072290308352402
0.99,0.99,0.7428030425346391,0.004052404792003617,0.020506672856197276
1.0,1.0,0.7490920782884842,0.004090055878692358,0.020230873605619686
