,theo_u_mean,theo_u_std,theo_u_value_y_max,sampled_u_mean,sampled_u_std,sampled_u_value_y_max
0,3.268419608753102,2.311121669112401,1.634209804376551,3.311567467789845,2.394552420880606,1.313238263130188
