times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(1.0, 0.0, 0.0)
24.2|0.0|0.0|0.0|-126387.79363109758|-126387.01165899055
24.4|0.0|0.0|0.0|-126358.74470264917|-126357.68525656867
24.6|0.0|0.0|0.0|-126293.43973066713|-126293.20009405368
24.8|0.0|0.0|0.0|-126335.2106948278|-126332.34766791979
25.0|0.0|0.0|0.0|-126466.11244542437|-126465.7340718242
25.2|0.0|0.0|0.0|-126126.32603969156|-126124.66119585077
25.4|0.0|0.0|0.0|-126508.12913196653|-126505.64447865871
25.6|0.0|0.0|0.0|-126313.47715212502|-126311.23213543065
25.8|0.0|0.0|0.0|-126547.06089029473|-126546.29153064104
26.0|0.0|0.0|0.0|-126224.51818281745|-126224.06413449722
26.2|0.0|0.0|0.0|-126535.17552101557|-126534.5701232553
26.4|0.0|0.0|0.0|-126540.82692885025|-126540.29720581
26.6|0.0|0.0|0.0|-126359.7074092444|-126358.05517785696
26.8|0.0|0.0|0.0|-126669.19594350766|-126667.83379854703
27.0|0.0|0.0|0.0|-126568.31785910601|-126565.58095673141
27.2|0.0|0.0|0.0|-126551.29038663069|-126550.7480511371
27.4|0.0|0.0|0.0|-126819.9072553756|-126818.70907230837
27.6|0.0|0.0|0.0|-126927.8551923518|-126927.602943285
27.8|0.0|0.0|0.0|-126786.51356794614|-126786.0847445326
28.0|0.0|0.0|0.0|-126596.81718977937|-126596.51449089922
28.2|0.0|0.0|0.0|-126561.8786559203|-126560.57957322637
28.4|0.0|0.0|0.0|-126423.34325378654|-126421.82975938583
28.6|0.0|0.0|0.0|-126434.56345440162|-126433.65535776119
28.8|0.0|0.0|0.0|-126728.34897131856|-126727.35258750475
29.0|0.0|0.0|0.0|-126700.66806632774|-126700.10050592746
29.2|0.0|0.0|0.0|-126477.15826091715|-126476.28800163674
29.4|0.0|0.0|0.0|-126786.93584575327|-126784.36290527206
29.6|0.0|0.0|0.0|-126693.6807311994|-126693.40325722593
29.8|0.0|0.0|0.0|-126498.64775681002|-126497.53786091617
30.0|0.0|0.0|0.0|-126831.61652496523|-126831.13725173833
30.2|0.0|0.0|0.0|-126957.78494108649|-126957.21738068621
30.4|0.0|0.0|0.0|-126946.70493651633|-126945.67071534251
30.6|0.0|0.0|0.0|-126555.51662239974|-126553.29683061203
30.8|0.0|0.0|0.0|-126780.98945074483|-126780.81287639808
31.0|0.0|0.0|0.0|-126547.9491503962|-126546.83925450235
31.2|0.0|0.0|0.0|-126658.90090242126|-126658.06848050088
31.4|0.0|0.0|0.0|-126934.08838488803|-126932.99110144752
31.6|0.0|0.0|0.0|-126785.70528552422|-126783.64945562991
31.8|0.0|0.0|0.0|-126491.88762977494|-126491.19394484127
32.0|0.0|0.0|0.0|-126689.45086923208|-126688.58060995166
32.2|0.0|0.0|0.0|-126602.85380605738|-126602.26102075045
32.4|0.0|0.0|0.0|-126244.94755344049|-126244.49350512029
32.6|0.0|0.0|0.0|-126233.81322980384|-126233.52314337704
32.8|0.0|0.0|0.0|-126180.96401125059|-126178.7442194629
33.0|0.0|0.0|0.0|-126277.30599446123|-126276.73843406096
33.2|0.0|0.0|0.0|-126601.55108844728|-126601.36190164718
33.4|0.0|0.0|0.0|-126462.01951715557|-126460.90962126172
33.6|0.0|0.0|0.0|-126433.04587958036|-126432.09994557992
33.8|0.0|0.0|0.0|-126651.41789669548|-126650.77466157518
34.0|0.0|0.0|0.0|-126257.8600832241|-126253.79887324887
34.2|0.0|0.0|0.0|-126322.02748286036|-126321.81307115359
34.4|0.0|0.0|0.0|-126417.24671376043|-126417.09536432034
34.6|0.0|0.0|0.0|-126431.45397057032|-126428.95670480916
34.8|0.0|0.0|0.0|-126493.97543252901|-126493.25652268868
35.0|0.0|0.0|0.0|-126368.47647786232|-126367.06388308834
35.2|0.0|0.0|0.0|-126616.5886599513|-126615.84452520429
35.4|0.0|0.0|0.0|-126461.85359263355|-126460.27703596614
35.6|0.0|0.0|0.0|-126565.84304182397|-126564.70792102344
35.8|0.0|0.0|0.0|-126326.14016575582|-126325.7870170623
36.0|0.0|0.0|0.0|-126538.11830491731|-126536.5039108899
36.2|0.0|0.0|0.0|-126338.20234033502|-126337.44559313467
36.4|0.0|0.0|0.0|-126484.63931786182|-126482.99969892771
36.6|0.0|0.0|0.0|-126387.15766600306|-126386.48920597606
36.8|0.0|0.0|0.0|-126493.48839563684|-126491.00374232902
37.0|0.0|0.0|0.0|-126226.99986903262|-126225.66294897867
37.2|0.0|0.0|0.0|-126279.38763600658|-126278.99664995306
37.4|0.0|0.0|0.0|-126430.98567538196|-126430.80910103521
37.6|0.0|0.0|0.0|-126310.88485094128|-126310.6326018745
37.8|0.0|0.0|0.0|-126198.02861846202|-126196.31332480788
38.0|0.0|0.0|0.0|-126131.50882124224|-126130.15928873493
38.2|0.0|0.0|0.0|-126668.01350234747|-126666.46217058676
38.4|0.0|0.0|0.0|-126368.83349668802|-126367.35783964735
38.6|0.0|0.0|0.0|-126480.67539854842|-126478.5817312941
38.8|0.0|0.0|0.0|-126407.92609361703|-126407.58555737688
39.0|0.0|0.0|0.0|-126002.5367164911|-126001.6664572107
39.2|0.0|0.0|0.0|-126221.93250991189|-126220.41901551119
39.4|0.0|0.0|0.0|-126152.4206021668|-126149.36838845872
39.6|0.0|0.0|0.0|-126046.54655802589|-126045.23486287861
39.8|0.0|0.0|0.0|-126278.43576089178|-126277.84297558483
40.0|0.0|0.0|0.0|-126271.85170554138|-126271.30937004779
40.2|0.0|0.0|0.0|-126027.43327599176|-126026.61346652471
40.4|0.0|0.0|0.0|-126166.29638725649|-126165.38829061606
40.6|0.0|0.0|0.0|-126221.55154533558|-126220.23985018829
40.8|0.0|0.0|0.0|-126275.41491246271|-126274.58249054232
41.0|0.0|0.0|0.0|-126030.11811941356|-126029.50010919993
41.2|0.0|0.0|0.0|-126311.33633791891|-126310.63004053193
41.4|0.0|0.0|0.0|-126127.6359550333|-126127.54766785992
41.6|0.0|0.0|0.0|-126292.61318673045|-126290.59519419617
41.8|0.0|0.0|0.0|-126514.1387248863|-126513.38197768595
42.0|0.0|0.0|0.0|-126432.77225172587|-126431.83893017875
42.2|0.0|0.0|0.0|-126603.73405673887|-126602.03137553809
42.4|0.0|0.0|0.0|-126392.82861200057|-126392.36195122702
42.6|0.0|0.0|0.0|-126600.11115966622|-126599.50576190595
42.8|0.0|0.0|0.0|-126795.42620205201|-126794.15234426476
43.0|0.0|0.0|0.0|-126537.99746013278|-126537.34161255915
43.2|0.0|0.0|0.0|-126682.01249066251|-126680.95304458201
43.4|0.0|0.0|0.0|-126546.36555499928|-126541.37102347695
43.6|0.0|0.0|0.0|-126565.68463830161|-126561.27027963288
43.8|0.0|0.0|0.0|-126512.12250590685|-126509.42344089228
44.0|0.0|0.0|0.0|-126347.56503929019|-126346.55604302305
44.2|0.0|0.0|0.0|-126566.1893054721|-126565.39472091173
44.4|0.0|0.0|0.0|-126352.92189765899|-126350.99219229809
44.6|0.0|0.0|0.0|-126485.10040865393|-126484.01573766675
44.8|0.0|0.0|0.0|-126538.08532513196|-126537.84568851852
45.0|0.0|0.0|0.0|-126478.38602914172|-126477.55360722133
45.2|0.0|0.0|0.0|-126623.42256298519|-126621.95951839782
45.4|0.0|0.0|0.0|-126849.16859899617|-126848.39923934247
45.6|0.0|0.0|0.0|-126630.46686346931|-126629.76056608232
45.8|0.0|0.0|0.0|-126748.13567316187|-126746.81136556124
46.0|0.0|0.0|0.0|-126652.69751002705|-126651.41103978646
46.2|0.0|0.0|0.0|-126846.58291342312|-126845.86400358277
46.4|0.0|0.0|0.0|-126940.01596775999|-126937.6700514389
46.6|0.0|0.0|0.0|-126382.7905688051|-126382.2482333115
46.8|0.0|0.0|0.0|-126405.59216673541|-126404.4318210282
47.0|0.0|0.0|0.0|-126503.4260156911|-126502.85845529083
47.2|0.0|0.0|0.0|-126527.40021077906|-126527.17318661895
47.4|0.0|0.0|0.0|-126559.47328647788|-126557.84627999712
47.6|0.0|0.0|0.0|-126247.78267820955|-126247.01331855585
47.8|0.0|0.0|0.0|-126440.7910516595|-126439.10098291204
48.0|0.0|0.0|0.0|-126429.59119309428|-126429.01102024068
48.2|0.0|0.0|0.0|-126387.2007374212|-126385.52328112708
48.4|0.0|0.0|0.0|-126209.32730797828|-126208.16696227108
48.6|0.0|0.0|0.0|-126324.80641531372|-126323.99921830001
48.8|0.0|0.0|0.0|-126431.0400767369|-126430.2707170832
49.0|0.0|0.0|0.0|-126537.6905333544|-126537.17342276748
49.2|0.0|0.0|0.0|-126319.22253609893|-126318.07480284506
49.4|0.0|0.0|0.0|-126451.07675131629|-126449.86595579573
49.6|0.0|0.0|0.0|-126500.61497412183|-126499.55552804134
49.8|0.0|0.0|0.0|-126767.97102460642|-126766.24311849895
50.0|0.0|0.0|0.0|-126577.84643416024|-126577.61941000013
50.2|0.0|0.0|0.0|-126360.88977090547|-126359.59068821154
50.4|0.0|0.0|0.0|-126735.74188137426|-126734.53108585368
50.6|0.0|0.0|0.0|-126522.40432254196|-126521.97549912843
50.8|0.0|0.0|0.0|-126611.76264436451|-126611.29598359096
51.0|0.0|0.0|0.0|-126582.79183904435|-126582.19905373741
51.2|0.0|0.0|0.0|-126487.35340462653|-126486.77323177292
51.4|0.0|0.0|0.0|-126838.84468794953|-126837.72217960234
51.6|0.0|0.0|0.0|-126380.91388957285|-126379.65264423893
51.8|0.0|0.0|0.0|-126558.61345689115|-126557.55401081065
52.0|0.0|0.0|0.0|-126660.49779904587|-126658.45458160492
52.2|0.0|0.0|0.0|-126683.49042018119|-126682.2417873006
52.4|0.0|0.0|0.0|-126612.76872451787|-126611.54531654397
52.6|0.0|0.0|0.0|-126650.57685909703|-126650.0849734168
52.8|0.0|0.0|0.0|-126537.78368888446|-126536.52244355054
53.0|0.0|0.0|0.0|-126222.7063739551|-126220.32262027398
53.2|0.0|0.0|0.0|-126268.4100420892|-126267.14879675528
53.4|0.0|0.0|0.0|-126579.86553163042|-126579.27274632346
53.6|0.0|0.0|0.0|-126589.73541303643|-126587.6669706888
53.8|0.0|0.0|0.0|-126935.63903713446|-126934.9075148408
54.0|0.0|0.0|0.0|-126639.1460711009|-126636.47223099298
54.2|0.0|0.0|0.0|-126606.1771180722|-126605.39514596516
54.4|0.0|0.0|0.0|-126575.13787040439|-126574.00274960387
54.6|0.0|0.0|0.0|-126505.57881538429|-126503.98964626355
54.8|0.0|0.0|0.0|-126557.47551810622|-126557.19804413275
55.0|0.0|0.0|0.0|-126544.53146647628|-126543.53508266249
55.2|0.0|0.0|0.0|-126413.9540008871|-126412.45311893974
55.4|0.0|0.0|0.0|-126400.23165165404|-126399.55057917372
55.6|0.0|0.0|0.0|-126701.6511636893|-126700.5917176088
55.8|0.0|0.0|0.0|-126836.79208576941|-126834.97589248857
56.0|0.0|0.0|0.0|-126635.09373196874|-126634.7279708219
56.2|0.0|0.0|0.0|-126740.3445402096|-126739.33554394245
56.4|0.0|0.0|0.0|-126600.12123846078|-126599.06179238028
56.6|0.0|0.0|0.0|-126722.67716905833|-126722.36185772484
56.8|0.0|0.0|0.0|-126769.80820324279|-126769.3289300159
57.0|0.0|0.0|0.0|-126998.87359436552|-126997.37271241816
57.2|0.0|0.0|0.0|-126852.12965458562|-126848.82519181073
57.4|0.0|0.0|0.0|-126896.48086522189|-126893.35297679376
57.6|0.0|0.0|0.0|-126960.05708841726|-126958.06432078968
57.8|0.0|0.0|0.0|-126879.67893204284|-126879.13659654924
58.0|0.0|0.0|0.0|-127166.03243719038|-127165.30091489671
58.2|0.0|0.0|0.0|-127018.63825412275|-127017.55358313558
58.4|0.0|0.0|0.0|-127033.52133425657|-127032.71413724285
58.6|0.0|0.0|0.0|-127021.70340991755|-127018.7016460228
58.8|0.0|0.0|0.0|-127203.9856340362|-127203.44329854261
59.0|0.0|0.0|0.0|-126816.35449310884|-126814.76532398812
59.2|0.0|0.0|0.0|-127078.97563345263|-127077.91618737213
59.4|0.0|0.0|0.0|-127078.1751178804|-127076.52288649295
59.6|0.0|0.0|0.0|-126967.02160021671|-126965.93692922955
59.8|0.0|0.0|0.0|-126875.050960392|-126874.23115092496
60.0|0.0|0.0|0.0|-127332.34476843465|-127330.64208723385
60.2|0.0|0.0|0.0|-126751.21947379484|-126750.62668848792
60.4|0.0|0.0|0.0|-127029.03667207246|-127027.9898384453
60.6|0.0|0.0|0.0|-127100.50035458448|-127098.28056279678
60.8|0.0|0.0|0.0|-126803.38030756295|-126802.24518676243
61.0|0.0|0.0|0.0|-126876.85113180956|-126876.24573404928
61.2|0.0|0.0|0.0|-126567.93333963004|-126565.83967237572
61.4|0.0|0.0|0.0|-126470.33970403502|-126468.29648659409
61.6|0.0|0.0|0.0|-126631.34974234349|-126630.54254532978
61.8|0.0|0.0|0.0|-126330.27165539343|-126329.47707083306
62.0|0.0|0.0|0.0|-126334.26980310195|-126331.62118790072
62.2|0.0|0.0|0.0|-126411.13506311957|-126409.36931965209
62.4|0.0|0.0|0.0|-126448.68094077842|-126447.97464339143
62.6|0.0|0.0|0.0|-126626.40708857239|-126625.44854211861
62.8|0.0|0.0|0.0|-126425.18324256295|-126423.93460968236
63.0|0.0|0.0|0.0|-126289.6055057667|-126288.64695931291
63.2|0.0|0.0|0.0|-126668.92454720451|-126666.61646824343
63.4|0.0|0.0|0.0|-126492.97083152116|-126492.31498394752
63.6|0.0|0.0|0.0|-126433.83103781361|-126432.91032871984
63.8|0.0|0.0|0.0|-126687.54985205283|-126685.94807047876
64.0|0.0|0.0|0.0|-126638.02074778975|-126637.25138813606
64.2|0.0|0.0|0.0|-126246.04957170569|-126245.57029847881
64.4|0.0|0.0|0.0|-126703.86901546575|-126702.12849690494
64.6|0.0|0.0|0.0|-126587.97318173174|-126586.1569884509
64.8|0.0|0.0|0.0|-126675.36487091913|-126669.84061635657
65.0|0.0|0.0|0.0|-126309.95589305121|-126308.90905942406
65.2|0.0|0.0|0.0|-126471.00584512658|-126469.8202745127
65.4|0.0|0.0|0.0|-126690.54661701988|-126689.70158264616
65.6|0.0|0.0|0.0|-126628.07229232187|-126627.68130626835
65.8|0.0|0.0|0.0|-126732.16520329379|-126730.57603417303
66.0|0.0|0.0|0.0|-126639.39071024922|-126638.192527182
66.2|0.0|0.0|0.0|-126279.98423474077|-126277.89056748645
66.4|0.0|0.0|0.0|-126628.67931495582|-126627.11537074177
66.6|0.0|0.0|0.0|-126412.58553595793|-126411.85401366427
66.8|0.0|0.0|0.0|-126704.11256032877|-126702.86392744818
67.0|0.0|0.0|0.0|-126858.15017891688|-126855.58985088904
67.2|0.0|0.0|0.0|-126518.88779654542|-126514.8265865702
67.4|0.0|0.0|0.0|-126327.77129109635|-126326.01816008218
67.6|0.0|0.0|0.0|-126343.23261258472|-126341.3659694905
67.8|0.0|0.0|0.0|-126387.91853476553|-126386.12756639137
68.0|0.0|0.0|0.0|-126352.74624387389|-126352.0147215802
68.2|0.0|0.0|0.0|-126374.94261760195|-126371.0327570668
68.4|0.0|0.0|0.0|-126379.92453667094|-126379.00382757718
68.6|0.0|0.0|0.0|-126576.51904884227|-126574.36231932127
68.8|0.0|0.0|0.0|-126512.8843679858|-126512.12762078545
69.0|0.0|0.0|0.0|-126478.94978893214|-126477.51196925147
69.2|0.0|0.0|0.0|-126566.023942582|-126564.38432364792
69.4|0.0|0.0|0.0|-126672.79515934818|-126671.9627374278
69.6|0.0|0.0|0.0|-126592.35808337947|-126591.0463882322
69.8|0.0|0.0|0.0|-126292.64835467977|-126289.84839003846
70.0|0.0|0.0|0.0|-126551.12609822219|-126548.9441437945
70.2|0.0|0.0|0.0|-126412.88843843863|-126411.82899235813
70.4|0.0|0.0|0.0|-126453.90119435776|-126453.06877243739
70.6|0.0|0.0|0.0|-126734.37070743661|-126733.89143420973
70.8|0.0|0.0|0.0|-126754.07106344857|-126752.65846867459
71.0|0.0|0.0|0.0|-126909.49693287595|-126907.55461506173
71.2|0.0|0.0|0.0|-127006.40569494493|-127005.16967451769
71.4|0.0|0.0|0.0|-126922.88602893267|-126922.62116741254
71.6|0.0|0.0|0.0|-127083.65303442065|-127083.03502420703
71.8|0.0|0.0|0.0|-126942.40600804954|-126941.69971066255
72.0|0.0|0.0|0.0|-127034.73436117501|-127033.81365208125
72.2|0.0|0.0|0.0|-127074.93360133193|-127074.05072959818
72.4|0.0|0.0|0.0|-127106.25032297318|-127104.97646518593
72.6|0.0|0.0|0.0|-127262.75825645948|-127260.7781012852
72.8|0.0|0.0|0.0|-127229.6651709887|-127228.75707434828
73.0|0.0|0.0|0.0|-127080.5381965885|-127078.96163992111
73.2|0.0|0.0|0.0|-126642.09070033654|-126640.955579536
73.4|0.0|0.0|0.0|-126872.41770669012|-126871.16907380953
73.6|0.0|0.0|0.0|-126778.53351305159|-126778.33171379815
73.8|0.0|0.0|0.0|-126900.38499671986|-126899.41383781274
74.0|0.0|0.0|0.0|-126890.96140717047|-126888.93080218286
74.2|0.0|0.0|0.0|-127077.55801471077|-127076.10758257676
74.4|0.0|0.0|0.0|-127013.86401130176|-127012.98113956803
74.6|0.0|0.0|0.0|-126905.87618581143|-126902.20596188972
74.8|0.0|0.0|0.0|-126997.61810674769|-126995.94065045356
75.0|0.0|0.0|0.0|-126800.81338484261|-126799.32511534858
75.2|0.0|0.0|0.0|-126649.32260378005|-126648.71720601976
75.4|0.0|0.0|0.0|-126943.71904260834|-126941.03259004709
75.6|0.0|0.0|0.0|-127297.9318675902|-127292.6850870011
75.8|0.0|0.0|0.0|-126536.6221874466|-126533.24204995169
76.0|0.0|0.0|0.0|-126756.02412686269|-126755.09080531559
76.2|0.0|0.0|0.0|-126766.7077265781|-126765.09333255068
76.4|0.0|0.0|0.0|-126664.62252925051|-126662.73066124965
76.6|0.0|0.0|0.0|-126612.72228375965|-126611.39797615905
76.8|0.0|0.0|0.0|-126521.54323574365|-126521.41711121025
77.0|0.0|0.0|0.0|-126554.51424918803|-126553.46741556088
77.2|0.0|0.0|0.0|-126600.51394461993|-126598.9626128592
77.4|0.0|0.0|0.0|-126789.18032534691|-126788.91546382678
77.6|0.0|0.0|0.0|-126619.27472572254|-126618.34140417546
77.8|0.0|0.0|0.0|-126550.97632779152|-126549.841206991
78.0|0.0|0.0|0.0|-126417.272937314|-126415.35584440644
78.2|0.0|0.0|0.0|-126605.0912751743|-126604.28407816059
78.4|0.0|0.0|0.0|-126532.96715956199|-126531.47889006797
78.6|0.0|0.0|0.0|-126592.00605364285|-126591.7033547627
78.8|0.0|0.0|0.0|-126497.70412875919|-126495.92577283835
79.0|0.0|0.0|0.0|-126507.92021596395|-126507.26436839032
79.2|0.0|0.0|0.0|-126630.5134802856|-126630.33690593885
79.4|0.0|0.0|0.0|-126575.45998766496|-126574.51405366452
79.6|0.0|0.0|0.0|-126829.23311523427|-126826.40792568629
79.8|0.0|0.0|0.0|-126865.48311085525|-126861.48496314672
80.0|0.0|0.0|0.0|-126916.96417303062|-126914.22727065602
80.2|0.0|0.0|0.0|-126561.05112314211|-126559.85294007488
80.4|0.0|0.0|0.0|-126656.90462974376|-126655.92085838331
80.6|0.0|0.0|0.0|-126588.826526424|-126586.59412218296
80.8|0.0|0.0|0.0|-126651.99691610623|-126649.90324885193
81.0|0.0|0.0|0.0|-126714.37771249014|-126711.7921595556
81.2|0.0|0.0|0.0|-126409.26093749491|-126406.36007322688
81.4|0.0|0.0|0.0|-126602.95740649372|-126600.13221694573
