,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[3291, 3293, 3296, 2572, 2582, 2584]","[2583, 2581, 2571]","[3290, 3292, 3295]",4.7354147992812425,1.6409921123522544,1.325486182649123,-1.739494902003071,-2.97954185387635,-1.9878123142752928,1.2186539338378104,0.008951315809103005
