,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[2031, 2033, 2030, 1415, 1417, 1427]","[1426, 1416, 1414]","[2030, 2032, 2029]",5.642587750666666,1.6136053033333333,2.425683452933333,2.803635048204793,-2.112780210676237,2.818956054748723,0.726655235538975,0.05404937189741793
