,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[2536, 2535, 2517, 1606, 1619, 1621]","[1620, 1618, 1605]","[2535, 2534, 2516]",5.715614282899619,1.8326689656021626,2.1013386455861616,-2.321791515954841,-2.6429848484769836,-1.8201776640614769,1.01767278481168,0.0003347229664134381
