,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[2499, 2497, 2482, 1491, 1497, 1499]","[1498, 1496, 1490]","[2498, 2496, 2481]",4.370294038666667,1.6804560912000002,1.5931944037333334,-0.4857886546666667,-2.9250068447907442,2.9586684186472234,1.2054348973197646,0.021150760129581586
