delta_A_what_to_what|free_energy(kcal/mol)|bar_std
(0.0, 0.0, 0.0) to (1.0, 0.0, 0.0)|0.7490920782884842|0.004090055878692358
(0.0, 0.0, 0.0) to (1.0, 0.0, 0.0)|0.7490920782884842|0.004090055878692358
