,theo_u_mean,theo_u_std,theo_u_value_y_max,sampled_u_mean,sampled_u_std,sampled_u_value_y_max
0,1.6510280203848,1.1674531091430935,0.8255140101924,1.7380403374847104,1.2773045371929286,0.681591272354126
