times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(1.0, 0.0, 0.0)|(1.0, 0.1, 0.0)|(1.0, 0.2, 0.0)|(1.0, 0.3, 0.0)|(1.0, 0.4, 0.0)|(1.0, 0.5, 0.0)|(1.0, 0.6, 0.0)|(1.0, 0.7, 0.0)|(1.0, 0.8, 0.0)|(1.0, 0.9, 0.0)|(1.0, 1.0, 0.0)|(1.0, 1.0, 0.05)|(1.0, 1.0, 0.1)|(1.0, 1.0, 0.15)|(1.0, 1.0, 0.2)|(1.0, 1.0, 0.25)|(1.0, 1.0, 0.3)|(1.0, 1.0, 0.35)|(1.0, 1.0, 0.4)|(1.0, 1.0, 0.45)|(1.0, 1.0, 0.5)|(1.0, 1.0, 0.55)|(1.0, 1.0, 0.6)|(1.0, 1.0, 0.65)|(1.0, 1.0, 0.7)|(1.0, 1.0, 0.75)|(1.0, 1.0, 0.8)|(1.0, 1.0, 0.85)|(1.0, 1.0, 0.9)|(1.0, 1.0, 0.95)|(1.0, 1.0, 1.0)
2235.2|0.0|0.0|0.0|0.0|0.2540108561515808||||||||||||||||||||||||||||||
2235.6|0.0|0.0|0.0|0.0|2.7127435207366943||||||||||||||||||||||||||||||
2236.0|0.0|0.0|0.0|0.0|1.7964800596237183||||||||||||||||||||||||||||||
2236.4|0.0|0.0|0.0|0.0|1.666654109954834||||||||||||||||||||||||||||||
2236.8|0.0|0.0|0.0|0.0|0.3269592523574829||||||||||||||||||||||||||||||
2237.2|0.0|0.0|0.0|0.0|1.7203009128570557||||||||||||||||||||||||||||||
2237.6|0.0|0.0|0.0|0.0|0.139234259724617||||||||||||||||||||||||||||||
2238.0|0.0|0.0|0.0|0.0|0.5327572226524353||||||||||||||||||||||||||||||
2238.4|0.0|0.0|0.0|0.0|0.8848652839660645||||||||||||||||||||||||||||||
2238.8|0.0|0.0|0.0|0.0|0.41336876153945923||||||||||||||||||||||||||||||
2239.2|0.0|0.0|0.0|0.0|1.1457648277282715||||||||||||||||||||||||||||||
2239.6|0.0|0.0|0.0|0.0|0.9417162537574768||||||||||||||||||||||||||||||
2240.0|0.0|0.0|0.0|0.0|0.5050941705703735||||||||||||||||||||||||||||||
2240.4|0.0|0.0|0.0|0.0|0.5466029644012451||||||||||||||||||||||||||||||
2240.8|0.0|0.0|0.0|0.0|1.9682725667953491||||||||||||||||||||||||||||||
2241.2|0.0|0.0|0.0|0.0|0.3280666768550873||||||||||||||||||||||||||||||
2241.6|0.0|0.0|0.0|0.0|0.5419022440910339||||||||||||||||||||||||||||||
2242.0|0.0|0.0|0.0|0.0|0.610459566116333||||||||||||||||||||||||||||||
2242.4|0.0|0.0|0.0|0.0|0.4659947454929352||||||||||||||||||||||||||||||
2242.8|0.0|0.0|0.0|0.0|0.9111934304237366||||||||||||||||||||||||||||||
2243.2|0.0|0.0|0.0|0.0|0.4843929708003998||||||||||||||||||||||||||||||
2243.6|0.0|0.0|0.0|0.0|0.21635925769805908||||||||||||||||||||||||||||||
2244.0|0.0|0.0|0.0|0.0|0.5874651670455933||||||||||||||||||||||||||||||
2244.4|0.0|0.0|0.0|0.0|0.9140042066574097||||||||||||||||||||||||||||||
2244.8|0.0|0.0|0.0|0.0|1.9965016841888428||||||||||||||||||||||||||||||
2245.2|0.0|0.0|0.0|0.0|1.0780853033065796||||||||||||||||||||||||||||||
2245.6|0.0|0.0|0.0|0.0|2.7787623405456543||||||||||||||||||||||||||||||
2246.0|0.0|0.0|0.0|0.0|0.29263338446617126||||||||||||||||||||||||||||||
2246.4|0.0|0.0|0.0|0.0|1.2652218341827393||||||||||||||||||||||||||||||
2246.8|0.0|0.0|0.0|0.0|0.42498719692230225||||||||||||||||||||||||||||||
2247.2|0.0|0.0|0.0|0.0|0.7973243594169617||||||||||||||||||||||||||||||
2247.6|0.0|0.0|0.0|0.0|2.940659523010254||||||||||||||||||||||||||||||
2248.0|0.0|0.0|0.0|0.0|1.1158711910247803||||||||||||||||||||||||||||||
2248.4|0.0|0.0|0.0|0.0|0.41615891456604004||||||||||||||||||||||||||||||
2248.8|0.0|0.0|0.0|0.0|1.527680516242981||||||||||||||||||||||||||||||
2249.2|0.0|0.0|0.0|0.0|0.9258278608322144||||||||||||||||||||||||||||||
2249.6|0.0|0.0|0.0|0.0|0.28855955600738525||||||||||||||||||||||||||||||
2250.0|0.0|0.0|0.0|0.0|0.49186989665031433||||||||||||||||||||||||||||||
2250.4|0.0|0.0|0.0|0.0|1.6372196674346924||||||||||||||||||||||||||||||
2250.8|0.0|0.0|0.0|0.0|1.0056304931640625||||||||||||||||||||||||||||||
2251.2|0.0|0.0|0.0|0.0|0.40546610951423645||||||||||||||||||||||||||||||
2251.6|0.0|0.0|0.0|0.0|0.6032610535621643||||||||||||||||||||||||||||||
2252.0|0.0|0.0|0.0|0.0|0.3756159842014313||||||||||||||||||||||||||||||
2252.4|0.0|0.0|0.0|0.0|0.2996922731399536||||||||||||||||||||||||||||||
2252.8|0.0|0.0|0.0|0.0|0.42213472723960876||||||||||||||||||||||||||||||
2253.2|0.0|0.0|0.0|0.0|0.7632399201393127||||||||||||||||||||||||||||||
2253.6|0.0|0.0|0.0|0.0|1.1150373220443726||||||||||||||||||||||||||||||
2254.0|0.0|0.0|0.0|0.0|1.00315260887146||||||||||||||||||||||||||||||
2254.4|0.0|0.0|0.0|0.0|0.8736888766288757||||||||||||||||||||||||||||||
2254.8|0.0|0.0|0.0|0.0|0.4247704744338989||||||||||||||||||||||||||||||
2255.2|0.0|0.0|0.0|0.0|0.4490329623222351||||||||||||||||||||||||||||||
2255.6|0.0|0.0|0.0|0.0|0.4286355972290039||||||||||||||||||||||||||||||
2256.0|0.0|0.0|0.0|0.0|1.2183886766433716||||||||||||||||||||||||||||||
2256.4|0.0|0.0|0.0|0.0|0.4604324698448181||||||||||||||||||||||||||||||
2256.8|0.0|0.0|0.0|0.0|0.19242817163467407||||||||||||||||||||||||||||||
2257.2|0.0|0.0|0.0|0.0|0.5911667346954346||||||||||||||||||||||||||||||
2257.6|0.0|0.0|0.0|0.0|2.0806193351745605||||||||||||||||||||||||||||||
2258.0|0.0|0.0|0.0|0.0|0.36268121004104614||||||||||||||||||||||||||||||
2258.4|0.0|0.0|0.0|0.0|0.35432881116867065||||||||||||||||||||||||||||||
2258.8|0.0|0.0|0.0|0.0|0.8998969197273254||||||||||||||||||||||||||||||
2259.2|0.0|0.0|0.0|0.0|0.5183094143867493||||||||||||||||||||||||||||||
2259.6|0.0|0.0|0.0|0.0|0.5479863882064819||||||||||||||||||||||||||||||
2260.0|0.0|0.0|0.0|0.0|0.8184711933135986||||||||||||||||||||||||||||||
2260.4|0.0|0.0|0.0|0.0|0.4934280812740326||||||||||||||||||||||||||||||
2260.8|0.0|0.0|0.0|0.0|1.0184694528579712||||||||||||||||||||||||||||||
2261.2|0.0|0.0|0.0|0.0|1.2522168159484863||||||||||||||||||||||||||||||
2261.6|0.0|0.0|0.0|0.0|0.029674377292394638||||||||||||||||||||||||||||||
2262.0|0.0|0.0|0.0|0.0|1.1740260124206543||||||||||||||||||||||||||||||
2262.4|0.0|0.0|0.0|0.0|3.3762712478637695||||||||||||||||||||||||||||||
2262.8|0.0|0.0|0.0|0.0|1.282602071762085||||||||||||||||||||||||||||||
2263.2|0.0|0.0|0.0|0.0|0.4159318208694458||||||||||||||||||||||||||||||
2263.6|0.0|0.0|0.0|0.0|0.6639719009399414||||||||||||||||||||||||||||||
2264.0|0.0|0.0|0.0|0.0|1.1541271209716797||||||||||||||||||||||||||||||
2264.4|0.0|0.0|0.0|0.0|0.5051995515823364||||||||||||||||||||||||||||||
2264.8|0.0|0.0|0.0|0.0|1.7518482208251953||||||||||||||||||||||||||||||
2265.2|0.0|0.0|0.0|0.0|0.40859976410865784||||||||||||||||||||||||||||||
2265.6|0.0|0.0|0.0|0.0|0.464328795671463||||||||||||||||||||||||||||||
2266.0|0.0|0.0|0.0|0.0|0.5031106472015381||||||||||||||||||||||||||||||
2266.4|0.0|0.0|0.0|0.0|0.6720049381256104||||||||||||||||||||||||||||||
2266.8|0.0|0.0|0.0|0.0|0.18951910734176636||||||||||||||||||||||||||||||
2267.2|0.0|0.0|0.0|0.0|0.22156091034412384||||||||||||||||||||||||||||||
2267.6|0.0|0.0|0.0|0.0|1.381266474723816||||||||||||||||||||||||||||||
2268.0|0.0|0.0|0.0|0.0|0.7655038833618164||||||||||||||||||||||||||||||
2268.4|0.0|0.0|0.0|0.0|1.2868422269821167||||||||||||||||||||||||||||||
2268.8|0.0|0.0|0.0|0.0|0.3060953617095947||||||||||||||||||||||||||||||
2269.2|0.0|0.0|0.0|0.0|0.8891768455505371||||||||||||||||||||||||||||||
2269.6|0.0|0.0|0.0|0.0|0.6661511063575745||||||||||||||||||||||||||||||
2270.0|0.0|0.0|0.0|0.0|0.49074089527130127||||||||||||||||||||||||||||||
2270.4|0.0|0.0|0.0|0.0|0.18218383193016052||||||||||||||||||||||||||||||
2270.8|0.0|0.0|0.0|0.0|0.11996614933013916||||||||||||||||||||||||||||||
2271.2|0.0|0.0|0.0|0.0|0.3548630177974701||||||||||||||||||||||||||||||
2271.6|0.0|0.0|0.0|0.0|0.12173279374837875||||||||||||||||||||||||||||||
2272.0|0.0|0.0|0.0|0.0|1.0055489540100098||||||||||||||||||||||||||||||
2272.4|0.0|0.0|0.0|0.0|0.9105777144432068||||||||||||||||||||||||||||||
2272.8|0.0|0.0|0.0|0.0|2.1450297832489014||||||||||||||||||||||||||||||
2273.2|0.0|0.0|0.0|0.0|0.34897804260253906||||||||||||||||||||||||||||||
2273.6|0.0|0.0|0.0|0.0|0.6273490786552429||||||||||||||||||||||||||||||
2274.0|0.0|0.0|0.0|0.0|0.7024816870689392||||||||||||||||||||||||||||||
2274.4|0.0|0.0|0.0|0.0|0.7371309995651245||||||||||||||||||||||||||||||
2274.8|0.0|0.0|0.0|0.0|0.9158525466918945||||||||||||||||||||||||||||||
2275.2|0.0|0.0|0.0|0.0|0.563926637172699||||||||||||||||||||||||||||||
2275.6|0.0|0.0|0.0|0.0|0.8235135674476624||||||||||||||||||||||||||||||
2276.0|0.0|0.0|0.0|0.0|0.6169027090072632||||||||||||||||||||||||||||||
2276.4|0.0|0.0|0.0|0.0|0.2678414583206177||||||||||||||||||||||||||||||
2276.8|0.0|0.0|0.0|0.0|1.0193712711334229||||||||||||||||||||||||||||||
2277.2|0.0|0.0|0.0|0.0|1.271640658378601||||||||||||||||||||||||||||||
2277.6|0.0|0.0|0.0|0.0|0.26825255155563354||||||||||||||||||||||||||||||
2278.0|0.0|0.0|0.0|0.0|0.5806124806404114||||||||||||||||||||||||||||||
2278.4|0.0|0.0|0.0|0.0|2.9603304862976074||||||||||||||||||||||||||||||
2278.8|0.0|0.0|0.0|0.0|0.6884263753890991||||||||||||||||||||||||||||||
2279.2|0.0|0.0|0.0|0.0|0.33780986070632935||||||||||||||||||||||||||||||
2279.6|0.0|0.0|0.0|0.0|0.4396991431713104||||||||||||||||||||||||||||||
2280.0|0.0|0.0|0.0|0.0|1.898389220237732||||||||||||||||||||||||||||||
2280.4|0.0|0.0|0.0|0.0|2.064364433288574||||||||||||||||||||||||||||||
2280.8|0.0|0.0|0.0|0.0|0.25406137108802795||||||||||||||||||||||||||||||
2281.2|0.0|0.0|0.0|0.0|0.2429228574037552||||||||||||||||||||||||||||||
2281.6|0.0|0.0|0.0|0.0|0.28260478377342224||||||||||||||||||||||||||||||
2282.0|0.0|0.0|0.0|0.0|1.652182936668396||||||||||||||||||||||||||||||
2282.4|0.0|0.0|0.0|0.0|0.5294531583786011||||||||||||||||||||||||||||||
2282.8|0.0|0.0|0.0|0.0|0.07482133060693741||||||||||||||||||||||||||||||
2283.2|0.0|0.0|0.0|0.0|0.17744731903076172||||||||||||||||||||||||||||||
2283.6|0.0|0.0|0.0|0.0|1.3640968799591064||||||||||||||||||||||||||||||
2284.0|0.0|0.0|0.0|0.0|1.2423620223999023||||||||||||||||||||||||||||||
2284.4|0.0|0.0|0.0|0.0|0.2036857008934021||||||||||||||||||||||||||||||
2284.8|0.0|0.0|0.0|0.0|0.5865873098373413||||||||||||||||||||||||||||||
2285.2|0.0|0.0|0.0|0.0|0.25733593106269836||||||||||||||||||||||||||||||
2285.6|0.0|0.0|0.0|0.0|0.2783015966415405||||||||||||||||||||||||||||||
2286.0|0.0|0.0|0.0|0.0|0.5828898549079895||||||||||||||||||||||||||||||
2286.4|0.0|0.0|0.0|0.0|0.269791841506958||||||||||||||||||||||||||||||
2286.8|0.0|0.0|0.0|0.0|0.8181251883506775||||||||||||||||||||||||||||||
2287.2|0.0|0.0|0.0|0.0|0.3661358952522278||||||||||||||||||||||||||||||
2287.6|0.0|0.0|0.0|0.0|0.3144531846046448||||||||||||||||||||||||||||||
2288.0|0.0|0.0|0.0|0.0|0.4386814832687378||||||||||||||||||||||||||||||
2288.4|0.0|0.0|0.0|0.0|0.861695408821106||||||||||||||||||||||||||||||
2288.8|0.0|0.0|0.0|0.0|1.2848012447357178||||||||||||||||||||||||||||||
2289.2|0.0|0.0|0.0|0.0|1.5065144300460815||||||||||||||||||||||||||||||
2289.6|0.0|0.0|0.0|0.0|1.2380437850952148||||||||||||||||||||||||||||||
2290.0|0.0|0.0|0.0|0.0|0.6135249733924866||||||||||||||||||||||||||||||
2290.4|0.0|0.0|0.0|0.0|0.3701101839542389||||||||||||||||||||||||||||||
2290.8|0.0|0.0|0.0|0.0|0.388723224401474||||||||||||||||||||||||||||||
2291.2|0.0|0.0|0.0|0.0|0.6237010955810547||||||||||||||||||||||||||||||
2291.6|0.0|0.0|0.0|0.0|0.21550950407981873||||||||||||||||||||||||||||||
2292.0|0.0|0.0|0.0|0.0|0.30644065141677856||||||||||||||||||||||||||||||
2292.4|0.0|0.0|0.0|0.0|1.3036346435546875||||||||||||||||||||||||||||||
2292.8|0.0|0.0|0.0|0.0|0.5884841084480286||||||||||||||||||||||||||||||
2293.2|0.0|0.0|0.0|0.0|0.43700918555259705||||||||||||||||||||||||||||||
2293.6|0.0|0.0|0.0|0.0|1.281401515007019||||||||||||||||||||||||||||||
2294.0|0.0|0.0|0.0|0.0|0.6387085914611816||||||||||||||||||||||||||||||
2294.4|0.0|0.0|0.0|0.0|0.7230758666992188||||||||||||||||||||||||||||||
2294.8|0.0|0.0|0.0|0.0|0.4732459783554077||||||||||||||||||||||||||||||
2295.2|0.0|0.0|0.0|0.0|0.4037179946899414||||||||||||||||||||||||||||||
2295.6|0.0|0.0|0.0|0.0|0.49668431282043457||||||||||||||||||||||||||||||
2296.0|0.0|0.0|0.0|0.0|1.1689907312393188||||||||||||||||||||||||||||||
2296.4|0.0|0.0|0.0|0.0|0.6517233848571777||||||||||||||||||||||||||||||
2296.8|0.0|0.0|0.0|0.0|0.997342586517334||||||||||||||||||||||||||||||
2297.2|0.0|0.0|0.0|0.0|0.6983240246772766||||||||||||||||||||||||||||||
2297.6|0.0|0.0|0.0|0.0|0.0978429913520813||||||||||||||||||||||||||||||
2298.0|0.0|0.0|0.0|0.0|2.289701461791992||||||||||||||||||||||||||||||
2298.4|0.0|0.0|0.0|0.0|0.21942490339279175||||||||||||||||||||||||||||||
2298.8|0.0|0.0|0.0|0.0|0.591945230960846||||||||||||||||||||||||||||||
2299.2|0.0|0.0|0.0|0.0|0.45722734928131104||||||||||||||||||||||||||||||
2299.6|0.0|0.0|0.0|0.0|0.30413442850112915||||||||||||||||||||||||||||||
2300.0|0.0|0.0|0.0|0.0|0.45923566818237305||||||||||||||||||||||||||||||
2300.4|0.0|0.0|0.0|0.0|0.10228657722473145||||||||||||||||||||||||||||||
2300.8|0.0|0.0|0.0|0.0|1.461006999015808||||||||||||||||||||||||||||||
2301.2|0.0|0.0|0.0|0.0|0.06891290843486786||||||||||||||||||||||||||||||
2301.6|0.0|0.0|0.0|0.0|0.18027305603027344||||||||||||||||||||||||||||||
2302.0|0.0|0.0|0.0|0.0|0.48430296778678894||||||||||||||||||||||||||||||
2302.4|0.0|0.0|0.0|0.0|0.24513188004493713||||||||||||||||||||||||||||||
2302.8|0.0|0.0|0.0|0.0|0.4577046036720276||||||||||||||||||||||||||||||
2303.2|0.0|0.0|0.0|0.0|0.6388500928878784||||||||||||||||||||||||||||||
2303.6|0.0|0.0|0.0|0.0|0.08509395271539688||||||||||||||||||||||||||||||
2304.0|0.0|0.0|0.0|0.0|0.6715328693389893||||||||||||||||||||||||||||||
2304.4|0.0|0.0|0.0|0.0|0.78556227684021||||||||||||||||||||||||||||||
2304.8|0.0|0.0|0.0|0.0|0.5608823895454407||||||||||||||||||||||||||||||
2305.2|0.0|0.0|0.0|0.0|0.760710597038269||||||||||||||||||||||||||||||
2305.6|0.0|0.0|0.0|0.0|0.8708106279373169||||||||||||||||||||||||||||||
2306.0|0.0|0.0|0.0|0.0|0.1969979703426361||||||||||||||||||||||||||||||
2306.4|0.0|0.0|0.0|0.0|0.4964790940284729||||||||||||||||||||||||||||||
2306.8|0.0|0.0|0.0|0.0|0.47782325744628906||||||||||||||||||||||||||||||
2307.2|0.0|0.0|0.0|0.0|0.2563604414463043||||||||||||||||||||||||||||||
2307.6|0.0|0.0|0.0|0.0|1.1999951601028442||||||||||||||||||||||||||||||
2308.0|0.0|0.0|0.0|0.0|0.3217303156852722||||||||||||||||||||||||||||||
2308.4|0.0|0.0|0.0|0.0|1.2756989002227783||||||||||||||||||||||||||||||
2308.8|0.0|0.0|0.0|0.0|0.5189342498779297||||||||||||||||||||||||||||||
2309.2|0.0|0.0|0.0|0.0|0.46372073888778687||||||||||||||||||||||||||||||
2309.6|0.0|0.0|0.0|0.0|0.2602343261241913||||||||||||||||||||||||||||||
2310.0|0.0|0.0|0.0|0.0|0.6951264142990112||||||||||||||||||||||||||||||
2310.4|0.0|0.0|0.0|0.0|0.6863369941711426||||||||||||||||||||||||||||||
2310.8|0.0|0.0|0.0|0.0|0.40545326471328735||||||||||||||||||||||||||||||
2311.2|0.0|0.0|0.0|0.0|0.33500051498413086||||||||||||||||||||||||||||||
2311.6|0.0|0.0|0.0|0.0|0.1686839461326599||||||||||||||||||||||||||||||
2312.0|0.0|0.0|0.0|0.0|0.5121333003044128||||||||||||||||||||||||||||||
2312.4|0.0|0.0|0.0|0.0|0.619526207447052||||||||||||||||||||||||||||||
2312.8|0.0|0.0|0.0|0.0|0.29049181938171387||||||||||||||||||||||||||||||
2313.2|0.0|0.0|0.0|0.0|0.12455915659666061||||||||||||||||||||||||||||||
2313.6|0.0|0.0|0.0|0.0|0.12500259280204773||||||||||||||||||||||||||||||
2314.0|0.0|0.0|0.0|0.0|0.09468177706003189||||||||||||||||||||||||||||||
2314.4|0.0|0.0|0.0|0.0|0.13948307931423187||||||||||||||||||||||||||||||
2314.8|0.0|0.0|0.0|0.0|0.6772336959838867||||||||||||||||||||||||||||||
2315.2|0.0|0.0|0.0|0.0|0.40965673327445984||||||||||||||||||||||||||||||
2315.6|0.0|0.0|0.0|0.0|0.6199851632118225||||||||||||||||||||||||||||||
2316.0|0.0|0.0|0.0|0.0|0.16461996734142303||||||||||||||||||||||||||||||
2316.4|0.0|0.0|0.0|0.0|0.8723451495170593||||||||||||||||||||||||||||||
2316.8|0.0|0.0|0.0|0.0|1.0047106742858887||||||||||||||||||||||||||||||
2317.2|0.0|0.0|0.0|0.0|0.5654088258743286||||||||||||||||||||||||||||||
2317.6|0.0|0.0|0.0|0.0|0.29759424924850464||||||||||||||||||||||||||||||
2318.0|0.0|0.0|0.0|0.0|0.33208024501800537||||||||||||||||||||||||||||||
2318.4|0.0|0.0|0.0|0.0|1.579697847366333||||||||||||||||||||||||||||||
2318.8|0.0|0.0|0.0|0.0|0.620890736579895||||||||||||||||||||||||||||||
2319.2|0.0|0.0|0.0|0.0|1.8127028942108154||||||||||||||||||||||||||||||
2319.6|0.0|0.0|0.0|0.0|0.6215748190879822||||||||||||||||||||||||||||||
2320.0|0.0|0.0|0.0|0.0|0.9526728391647339||||||||||||||||||||||||||||||
2320.4|0.0|0.0|0.0|0.0|0.3314916491508484||||||||||||||||||||||||||||||
2320.8|0.0|0.0|0.0|0.0|1.9124107360839844||||||||||||||||||||||||||||||
2321.2|0.0|0.0|0.0|0.0|0.5820329785346985||||||||||||||||||||||||||||||
2321.6|0.0|0.0|0.0|0.0|0.07078517228364944||||||||||||||||||||||||||||||
2322.0|0.0|0.0|0.0|0.0|0.19485822319984436||||||||||||||||||||||||||||||
2322.4|0.0|0.0|0.0|0.0|0.20343224704265594||||||||||||||||||||||||||||||
2322.8|0.0|0.0|0.0|0.0|0.9359410405158997||||||||||||||||||||||||||||||
2323.2|0.0|0.0|0.0|0.0|0.34111300110816956||||||||||||||||||||||||||||||
2323.6|0.0|0.0|0.0|0.0|1.4307986497879028||||||||||||||||||||||||||||||
2324.0|0.0|0.0|0.0|0.0|0.6604985594749451||||||||||||||||||||||||||||||
2324.4|0.0|0.0|0.0|0.0|1.3210029602050781||||||||||||||||||||||||||||||
2324.8|0.0|0.0|0.0|0.0|0.19828669726848602||||||||||||||||||||||||||||||
2325.2|0.0|0.0|0.0|0.0|0.5085055828094482||||||||||||||||||||||||||||||
2325.6|0.0|0.0|0.0|0.0|0.4666499197483063||||||||||||||||||||||||||||||
2326.0|0.0|0.0|0.0|0.0|0.4626636803150177||||||||||||||||||||||||||||||
2326.4|0.0|0.0|0.0|0.0|0.5876258015632629||||||||||||||||||||||||||||||
2326.8|0.0|0.0|0.0|0.0|0.5489293336868286||||||||||||||||||||||||||||||
2327.2|0.0|0.0|0.0|0.0|0.29426947236061096||||||||||||||||||||||||||||||
2327.6|0.0|0.0|0.0|0.0|0.8279404044151306||||||||||||||||||||||||||||||
2328.0|0.0|0.0|0.0|0.0|0.3872853219509125||||||||||||||||||||||||||||||
2328.4|0.0|0.0|0.0|0.0|0.11671452969312668||||||||||||||||||||||||||||||
2328.8|0.0|0.0|0.0|0.0|1.0937790870666504||||||||||||||||||||||||||||||
2329.2|0.0|0.0|0.0|0.0|1.3648490905761719||||||||||||||||||||||||||||||
2329.6|0.0|0.0|0.0|0.0|0.37896883487701416||||||||||||||||||||||||||||||
2330.0|0.0|0.0|0.0|0.0|0.3063620328903198||||||||||||||||||||||||||||||
2330.4|0.0|0.0|0.0|0.0|0.2116256058216095||||||||||||||||||||||||||||||
2330.8|0.0|0.0|0.0|0.0|0.4964819848537445||||||||||||||||||||||||||||||
2331.2|0.0|0.0|0.0|0.0|1.1321253776550293||||||||||||||||||||||||||||||
2331.6|0.0|0.0|0.0|0.0|0.1267763078212738||||||||||||||||||||||||||||||
2332.0|0.0|0.0|0.0|0.0|0.4054580330848694||||||||||||||||||||||||||||||
2332.4|0.0|0.0|0.0|0.0|0.6769415736198425||||||||||||||||||||||||||||||
2332.8|0.0|0.0|0.0|0.0|0.2942701578140259||||||||||||||||||||||||||||||
2333.2|0.0|0.0|0.0|0.0|0.5541782975196838||||||||||||||||||||||||||||||
2333.6|0.0|0.0|0.0|0.0|0.253243625164032||||||||||||||||||||||||||||||
2334.0|0.0|0.0|0.0|0.0|0.6135162711143494||||||||||||||||||||||||||||||
2334.4|0.0|0.0|0.0|0.0|0.5103441476821899||||||||||||||||||||||||||||||
2334.8|0.0|0.0|0.0|0.0|0.3410969078540802||||||||||||||||||||||||||||||
2335.2|0.0|0.0|0.0|0.0|0.9045040011405945||||||||||||||||||||||||||||||
2335.6|0.0|0.0|0.0|0.0|0.7626780271530151||||||||||||||||||||||||||||||
2336.0|0.0|0.0|0.0|0.0|2.2596724033355713||||||||||||||||||||||||||||||
2336.4|0.0|0.0|0.0|0.0|0.6521025896072388||||||||||||||||||||||||||||||
2336.8|0.0|0.0|0.0|0.0|0.26618820428848267||||||||||||||||||||||||||||||
2337.2|0.0|0.0|0.0|0.0|0.7966987490653992||||||||||||||||||||||||||||||
2337.6|0.0|0.0|0.0|0.0|0.40887758135795593||||||||||||||||||||||||||||||
2338.0|0.0|0.0|0.0|0.0|0.21270699799060822||||||||||||||||||||||||||||||
2338.4|0.0|0.0|0.0|0.0|0.24648363888263702||||||||||||||||||||||||||||||
2338.8|0.0|0.0|0.0|0.0|0.22872847318649292||||||||||||||||||||||||||||||
2339.2|0.0|0.0|0.0|0.0|0.3733668625354767||||||||||||||||||||||||||||||
2339.6|0.0|0.0|0.0|0.0|0.5284268260002136||||||||||||||||||||||||||||||
2340.0|0.0|0.0|0.0|0.0|0.17745918035507202||||||||||||||||||||||||||||||
2340.4|0.0|0.0|0.0|0.0|1.6671053171157837||||||||||||||||||||||||||||||
2340.8|0.0|0.0|0.0|0.0|1.1837756633758545||||||||||||||||||||||||||||||
2341.2|0.0|0.0|0.0|0.0|0.8685923218727112||||||||||||||||||||||||||||||
2341.6|0.0|0.0|0.0|0.0|0.5802438855171204||||||||||||||||||||||||||||||
2342.0|0.0|0.0|0.0|0.0|0.9322879910469055||||||||||||||||||||||||||||||
2342.4|0.0|0.0|0.0|0.0|0.2257235199213028||||||||||||||||||||||||||||||
2342.8|0.0|0.0|0.0|0.0|0.5736861824989319||||||||||||||||||||||||||||||
2343.2|0.0|0.0|0.0|0.0|0.6037111282348633||||||||||||||||||||||||||||||
2343.6|0.0|0.0|0.0|0.0|0.29468148946762085||||||||||||||||||||||||||||||
2344.0|0.0|0.0|0.0|0.0|0.6246601343154907||||||||||||||||||||||||||||||
2344.4|0.0|0.0|0.0|0.0|0.3868653178215027||||||||||||||||||||||||||||||
2344.8|0.0|0.0|0.0|0.0|0.15817278623580933||||||||||||||||||||||||||||||
2345.2|0.0|0.0|0.0|0.0|0.1297159641981125||||||||||||||||||||||||||||||
2345.6|0.0|0.0|0.0|0.0|0.6786589622497559||||||||||||||||||||||||||||||
2346.0|0.0|0.0|0.0|0.0|1.0176321268081665||||||||||||||||||||||||||||||
2346.4|0.0|0.0|0.0|0.0|0.1663551926612854||||||||||||||||||||||||||||||
2346.8|0.0|0.0|0.0|0.0|0.24756614863872528||||||||||||||||||||||||||||||
2347.2|0.0|0.0|0.0|0.0|1.8823286294937134||||||||||||||||||||||||||||||
2347.6|0.0|0.0|0.0|0.0|1.1147687435150146||||||||||||||||||||||||||||||
2348.0|0.0|0.0|0.0|0.0|0.5017700791358948||||||||||||||||||||||||||||||
2348.4|0.0|0.0|0.0|0.0|1.0064165592193604||||||||||||||||||||||||||||||
2348.8|0.0|0.0|0.0|0.0|2.2477362155914307||||||||||||||||||||||||||||||
2349.2|0.0|0.0|0.0|0.0|0.7549146413803101||||||||||||||||||||||||||||||
2349.6|0.0|0.0|0.0|0.0|0.352039098739624||||||||||||||||||||||||||||||
2350.0|0.0|0.0|0.0|0.0|0.5456562638282776||||||||||||||||||||||||||||||
2350.4|0.0|0.0|0.0|0.0|1.5741705894470215||||||||||||||||||||||||||||||
2350.8|0.0|0.0|0.0|0.0|2.531635284423828||||||||||||||||||||||||||||||
2351.2|0.0|0.0|0.0|0.0|0.8983891606330872||||||||||||||||||||||||||||||
2351.6|0.0|0.0|0.0|0.0|0.3642071485519409||||||||||||||||||||||||||||||
2352.0|0.0|0.0|0.0|0.0|1.002455234527588||||||||||||||||||||||||||||||
2352.4|0.0|0.0|0.0|0.0|0.341537743806839||||||||||||||||||||||||||||||
2352.8|0.0|0.0|0.0|0.0|0.9329683184623718||||||||||||||||||||||||||||||
2353.2|0.0|0.0|0.0|0.0|0.24819855391979218||||||||||||||||||||||||||||||
2353.6|0.0|0.0|0.0|0.0|0.4801326096057892||||||||||||||||||||||||||||||
2354.0|0.0|0.0|0.0|0.0|0.35144197940826416||||||||||||||||||||||||||||||
2354.4|0.0|0.0|0.0|0.0|0.0820510983467102||||||||||||||||||||||||||||||
