times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(1.0, 0.0, 0.0)|(1.0, 0.1, 0.0)|(1.0, 0.2, 0.0)|(1.0, 0.3, 0.0)|(1.0, 0.4, 0.0)|(1.0, 0.5, 0.0)|(1.0, 0.6, 0.0)|(1.0, 0.7, 0.0)|(1.0, 0.8, 0.0)|(1.0, 0.9, 0.0)|(1.0, 1.0, 0.0)|(1.0, 1.0, 0.05)|(1.0, 1.0, 0.1)|(1.0, 1.0, 0.15)|(1.0, 1.0, 0.2)|(1.0, 1.0, 0.25)|(1.0, 1.0, 0.3)|(1.0, 1.0, 0.35)|(1.0, 1.0, 0.4)|(1.0, 1.0, 0.45)|(1.0, 1.0, 0.5)|(1.0, 1.0, 0.55)|(1.0, 1.0, 0.6)|(1.0, 1.0, 0.65)|(1.0, 1.0, 0.7)|(1.0, 1.0, 0.75)|(1.0, 1.0, 0.8)|(1.0, 1.0, 0.85)|(1.0, 1.0, 0.9)|(1.0, 1.0, 0.95)|(1.0, 1.0, 1.0)
2880.4|0.0|0.0|0.0|0.0|0.330205500125885||||||||||||||||||||||||||||||
2880.8|0.0|0.0|0.0|0.0|0.7750145196914673||||||||||||||||||||||||||||||
2881.2|0.0|0.0|0.0|0.0|0.08421514928340912||||||||||||||||||||||||||||||
2881.6|0.0|0.0|0.0|0.0|0.14236880838871002||||||||||||||||||||||||||||||
2882.0|0.0|0.0|0.0|0.0|1.9658869504928589||||||||||||||||||||||||||||||
2882.4|0.0|0.0|0.0|0.0|1.562896728515625||||||||||||||||||||||||||||||
2882.8|0.0|0.0|0.0|0.0|0.8028391003608704||||||||||||||||||||||||||||||
2883.2|0.0|0.0|0.0|0.0|0.7002023458480835||||||||||||||||||||||||||||||
2883.6|0.0|0.0|0.0|0.0|0.8588948845863342||||||||||||||||||||||||||||||
2884.0|0.0|0.0|0.0|0.0|0.7941725254058838||||||||||||||||||||||||||||||
2884.4|0.0|0.0|0.0|0.0|0.17999614775180817||||||||||||||||||||||||||||||
2884.8|0.0|0.0|0.0|0.0|0.4389934241771698||||||||||||||||||||||||||||||
2885.2|0.0|0.0|0.0|0.0|0.13596251606941223||||||||||||||||||||||||||||||
2885.6|0.0|0.0|0.0|0.0|0.18665343523025513||||||||||||||||||||||||||||||
2886.0|0.0|0.0|0.0|0.0|0.18092457950115204||||||||||||||||||||||||||||||
2886.4|0.0|0.0|0.0|0.0|0.1937568038702011||||||||||||||||||||||||||||||
2886.8|0.0|0.0|0.0|0.0|0.6232150793075562||||||||||||||||||||||||||||||
2887.2|0.0|0.0|0.0|0.0|0.4335503876209259||||||||||||||||||||||||||||||
2887.6|0.0|0.0|0.0|0.0|0.44621044397354126||||||||||||||||||||||||||||||
2888.0|0.0|0.0|0.0|0.0|0.23830875754356384||||||||||||||||||||||||||||||
2888.4|0.0|0.0|0.0|0.0|0.18368889391422272||||||||||||||||||||||||||||||
2888.8|0.0|0.0|0.0|0.0|0.42222949862480164||||||||||||||||||||||||||||||
2889.2|0.0|0.0|0.0|0.0|0.23981676995754242||||||||||||||||||||||||||||||
2889.6|0.0|0.0|0.0|0.0|0.8961703181266785||||||||||||||||||||||||||||||
2890.0|0.0|0.0|0.0|0.0|0.5680873990058899||||||||||||||||||||||||||||||
2890.4|0.0|0.0|0.0|0.0|0.029390599578619003||||||||||||||||||||||||||||||
2890.8|0.0|0.0|0.0|0.0|0.28228235244750977||||||||||||||||||||||||||||||
2891.2|0.0|0.0|0.0|0.0|0.3473914563655853||||||||||||||||||||||||||||||
2891.6|0.0|0.0|0.0|0.0|1.0397841930389404||||||||||||||||||||||||||||||
2892.0|0.0|0.0|0.0|0.0|0.15622808039188385||||||||||||||||||||||||||||||
2892.4|0.0|0.0|0.0|0.0|0.7989992499351501||||||||||||||||||||||||||||||
2892.8|0.0|0.0|0.0|0.0|0.2714228332042694||||||||||||||||||||||||||||||
2893.2|0.0|0.0|0.0|0.0|2.2137556076049805||||||||||||||||||||||||||||||
2893.6|0.0|0.0|0.0|0.0|0.4245069921016693||||||||||||||||||||||||||||||
2894.0|0.0|0.0|0.0|0.0|0.6757595539093018||||||||||||||||||||||||||||||
2894.4|0.0|0.0|0.0|0.0|0.060307539999485016||||||||||||||||||||||||||||||
2894.8|0.0|0.0|0.0|0.0|0.4773186147212982||||||||||||||||||||||||||||||
2895.2|0.0|0.0|0.0|0.0|0.4579784870147705||||||||||||||||||||||||||||||
2895.6|0.0|0.0|0.0|0.0|0.7929126620292664||||||||||||||||||||||||||||||
2896.0|0.0|0.0|0.0|0.0|0.6794513463973999||||||||||||||||||||||||||||||
2896.4|0.0|0.0|0.0|0.0|0.41602402925491333||||||||||||||||||||||||||||||
2896.8|0.0|0.0|0.0|0.0|1.7827564477920532||||||||||||||||||||||||||||||
2897.2|0.0|0.0|0.0|0.0|0.11631444096565247||||||||||||||||||||||||||||||
2897.6|0.0|0.0|0.0|0.0|0.6117903590202332||||||||||||||||||||||||||||||
2898.0|0.0|0.0|0.0|0.0|0.49161452054977417||||||||||||||||||||||||||||||
2898.4|0.0|0.0|0.0|0.0|0.6588903665542603||||||||||||||||||||||||||||||
2898.8|0.0|0.0|0.0|0.0|0.8465104103088379||||||||||||||||||||||||||||||
2899.2|0.0|0.0|0.0|0.0|0.15637215971946716||||||||||||||||||||||||||||||
2899.6|0.0|0.0|0.0|0.0|0.7022286653518677||||||||||||||||||||||||||||||
2900.0|0.0|0.0|0.0|0.0|0.31769371032714844||||||||||||||||||||||||||||||
2900.4|0.0|0.0|0.0|0.0|0.7122323513031006||||||||||||||||||||||||||||||
2900.8|0.0|0.0|0.0|0.0|0.45002031326293945||||||||||||||||||||||||||||||
2901.2|0.0|0.0|0.0|0.0|0.671819269657135||||||||||||||||||||||||||||||
2901.6|0.0|0.0|0.0|0.0|1.4204891920089722||||||||||||||||||||||||||||||
2902.0|0.0|0.0|0.0|0.0|0.9208222031593323||||||||||||||||||||||||||||||
2902.4|0.0|0.0|0.0|0.0|0.22236298024654388||||||||||||||||||||||||||||||
2902.8|0.0|0.0|0.0|0.0|0.7711881995201111||||||||||||||||||||||||||||||
2903.2|0.0|0.0|0.0|0.0|1.5471553802490234||||||||||||||||||||||||||||||
2903.6|0.0|0.0|0.0|0.0|0.7567828297615051||||||||||||||||||||||||||||||
2904.0|0.0|0.0|0.0|0.0|0.05231010168790817||||||||||||||||||||||||||||||
2904.4|0.0|0.0|0.0|0.0|0.9445368647575378||||||||||||||||||||||||||||||
2904.8|0.0|0.0|0.0|0.0|0.3772266209125519||||||||||||||||||||||||||||||
2905.2|0.0|0.0|0.0|0.0|0.7018836736679077||||||||||||||||||||||||||||||
2905.6|0.0|0.0|0.0|0.0|0.2678338289260864||||||||||||||||||||||||||||||
2906.0|0.0|0.0|0.0|0.0|0.3034394681453705||||||||||||||||||||||||||||||
2906.4|0.0|0.0|0.0|0.0|0.15472683310508728||||||||||||||||||||||||||||||
2906.8|0.0|0.0|0.0|0.0|0.7429599165916443||||||||||||||||||||||||||||||
2907.2|0.0|0.0|0.0|0.0|1.1691592931747437||||||||||||||||||||||||||||||
2907.6|0.0|0.0|0.0|0.0|0.7302959561347961||||||||||||||||||||||||||||||
2908.0|0.0|0.0|0.0|0.0|0.2724514603614807||||||||||||||||||||||||||||||
2908.4|0.0|0.0|0.0|0.0|0.5247692465782166||||||||||||||||||||||||||||||
2908.8|0.0|0.0|0.0|0.0|0.4446180462837219||||||||||||||||||||||||||||||
2909.2|0.0|0.0|0.0|0.0|1.8560278415679932||||||||||||||||||||||||||||||
2909.6|0.0|0.0|0.0|0.0|0.3839499056339264||||||||||||||||||||||||||||||
2910.0|0.0|0.0|0.0|0.0|1.0024497509002686||||||||||||||||||||||||||||||
2910.4|0.0|0.0|0.0|0.0|0.512320876121521||||||||||||||||||||||||||||||
2910.8|0.0|0.0|0.0|0.0|0.49981844425201416||||||||||||||||||||||||||||||
2911.2|0.0|0.0|0.0|0.0|0.7059033513069153||||||||||||||||||||||||||||||
2911.6|0.0|0.0|0.0|0.0|0.14432154595851898||||||||||||||||||||||||||||||
2912.0|0.0|0.0|0.0|0.0|0.7631219029426575||||||||||||||||||||||||||||||
2912.4|0.0|0.0|0.0|0.0|0.7582254409790039||||||||||||||||||||||||||||||
2912.8|0.0|0.0|0.0|0.0|0.5891374945640564||||||||||||||||||||||||||||||
2913.2|0.0|0.0|0.0|0.0|0.333495557308197||||||||||||||||||||||||||||||
2913.6|0.0|0.0|0.0|0.0|0.8896355628967285||||||||||||||||||||||||||||||
2914.0|0.0|0.0|0.0|0.0|0.984569251537323||||||||||||||||||||||||||||||
2914.4|0.0|0.0|0.0|0.0|0.8719558715820312||||||||||||||||||||||||||||||
2914.8|0.0|0.0|0.0|0.0|0.2914917469024658||||||||||||||||||||||||||||||
2915.2|0.0|0.0|0.0|0.0|2.7953884601593018||||||||||||||||||||||||||||||
2915.6|0.0|0.0|0.0|0.0|1.1997675895690918||||||||||||||||||||||||||||||
2916.0|0.0|0.0|0.0|0.0|0.38673853874206543||||||||||||||||||||||||||||||
2916.4|0.0|0.0|0.0|0.0|0.387189656496048||||||||||||||||||||||||||||||
2916.8|0.0|0.0|0.0|0.0|0.4601038098335266||||||||||||||||||||||||||||||
2917.2|0.0|0.0|0.0|0.0|1.582373023033142||||||||||||||||||||||||||||||
2917.6|0.0|0.0|0.0|0.0|0.5260108113288879||||||||||||||||||||||||||||||
2918.0|0.0|0.0|0.0|0.0|0.5766841173171997||||||||||||||||||||||||||||||
2918.4|0.0|0.0|0.0|0.0|1.0224595069885254||||||||||||||||||||||||||||||
2918.8|0.0|0.0|0.0|0.0|0.3862035274505615||||||||||||||||||||||||||||||
2919.2|0.0|0.0|0.0|0.0|0.7702565789222717||||||||||||||||||||||||||||||
2919.6|0.0|0.0|0.0|0.0|0.6837021708488464||||||||||||||||||||||||||||||
2920.0|0.0|0.0|0.0|0.0|0.3888736069202423||||||||||||||||||||||||||||||
2920.4|0.0|0.0|0.0|0.0|0.3179059624671936||||||||||||||||||||||||||||||
2920.8|0.0|0.0|0.0|0.0|2.2623119354248047||||||||||||||||||||||||||||||
2921.2|0.0|0.0|0.0|0.0|0.5902746319770813||||||||||||||||||||||||||||||
2921.6|0.0|0.0|0.0|0.0|0.4238883852958679||||||||||||||||||||||||||||||
2922.0|0.0|0.0|0.0|0.0|0.19658704102039337||||||||||||||||||||||||||||||
2922.4|0.0|0.0|0.0|0.0|0.5414971709251404||||||||||||||||||||||||||||||
2922.8|0.0|0.0|0.0|0.0|0.396695077419281||||||||||||||||||||||||||||||
2923.2|0.0|0.0|0.0|0.0|0.5229148864746094||||||||||||||||||||||||||||||
2923.6|0.0|0.0|0.0|0.0|0.6793071627616882||||||||||||||||||||||||||||||
2924.0|0.0|0.0|0.0|0.0|0.2990586757659912||||||||||||||||||||||||||||||
2924.4|0.0|0.0|0.0|0.0|0.35096362233161926||||||||||||||||||||||||||||||
2924.8|0.0|0.0|0.0|0.0|0.6008831262588501||||||||||||||||||||||||||||||
2925.2|0.0|0.0|0.0|0.0|0.07196393609046936||||||||||||||||||||||||||||||
2925.6|0.0|0.0|0.0|0.0|0.8239901065826416||||||||||||||||||||||||||||||
2926.0|0.0|0.0|0.0|0.0|0.3871138393878937||||||||||||||||||||||||||||||
2926.4|0.0|0.0|0.0|0.0|1.7321656942367554||||||||||||||||||||||||||||||
2926.8|0.0|0.0|0.0|0.0|0.3953930735588074||||||||||||||||||||||||||||||
2927.2|0.0|0.0|0.0|0.0|0.20113418996334076||||||||||||||||||||||||||||||
2927.6|0.0|0.0|0.0|0.0|1.1525522470474243||||||||||||||||||||||||||||||
2928.0|0.0|0.0|0.0|0.0|0.916296124458313||||||||||||||||||||||||||||||
2928.4|0.0|0.0|0.0|0.0|0.39779141545295715||||||||||||||||||||||||||||||
2928.8|0.0|0.0|0.0|0.0|0.07919589430093765||||||||||||||||||||||||||||||
2929.2|0.0|0.0|0.0|0.0|1.4419721364974976||||||||||||||||||||||||||||||
2929.6|0.0|0.0|0.0|0.0|0.35212329030036926||||||||||||||||||||||||||||||
2930.0|0.0|0.0|0.0|0.0|0.3328670561313629||||||||||||||||||||||||||||||
2930.4|0.0|0.0|0.0|0.0|0.6495379209518433||||||||||||||||||||||||||||||
2930.8|0.0|0.0|0.0|0.0|0.6499657034873962||||||||||||||||||||||||||||||
2931.2|0.0|0.0|0.0|0.0|0.24888283014297485||||||||||||||||||||||||||||||
2931.6|0.0|0.0|0.0|0.0|0.45353445410728455||||||||||||||||||||||||||||||
2932.0|0.0|0.0|0.0|0.0|0.5342383980751038||||||||||||||||||||||||||||||
2932.4|0.0|0.0|0.0|0.0|0.382674902677536||||||||||||||||||||||||||||||
2932.8|0.0|0.0|0.0|0.0|0.16814182698726654||||||||||||||||||||||||||||||
2933.2|0.0|0.0|0.0|0.0|0.09856703877449036||||||||||||||||||||||||||||||
2933.6|0.0|0.0|0.0|0.0|0.25583720207214355||||||||||||||||||||||||||||||
2934.0|0.0|0.0|0.0|0.0|0.834171712398529||||||||||||||||||||||||||||||
2934.4|0.0|0.0|0.0|0.0|1.5157146453857422||||||||||||||||||||||||||||||
2934.8|0.0|0.0|0.0|0.0|0.870774507522583||||||||||||||||||||||||||||||
2935.2|0.0|0.0|0.0|0.0|0.3233124017715454||||||||||||||||||||||||||||||
2935.6|0.0|0.0|0.0|0.0|0.5054530501365662||||||||||||||||||||||||||||||
2936.0|0.0|0.0|0.0|0.0|1.1373977661132812||||||||||||||||||||||||||||||
2936.4|0.0|0.0|0.0|0.0|0.7374309301376343||||||||||||||||||||||||||||||
2936.8|0.0|0.0|0.0|0.0|0.3565484583377838||||||||||||||||||||||||||||||
2937.2|0.0|0.0|0.0|0.0|0.7052274346351624||||||||||||||||||||||||||||||
2937.6|0.0|0.0|0.0|0.0|1.2594869136810303||||||||||||||||||||||||||||||
2938.0|0.0|0.0|0.0|0.0|2.496929883956909||||||||||||||||||||||||||||||
2938.4|0.0|0.0|0.0|0.0|1.9004980325698853||||||||||||||||||||||||||||||
2938.8|0.0|0.0|0.0|0.0|0.46300259232521057||||||||||||||||||||||||||||||
2939.2|0.0|0.0|0.0|0.0|0.5378152132034302||||||||||||||||||||||||||||||
2939.6|0.0|0.0|0.0|0.0|1.0889801979064941||||||||||||||||||||||||||||||
2940.0|0.0|0.0|0.0|0.0|0.6544346809387207||||||||||||||||||||||||||||||
2940.4|0.0|0.0|0.0|0.0|0.40676242113113403||||||||||||||||||||||||||||||
2940.8|0.0|0.0|0.0|0.0|1.345758318901062||||||||||||||||||||||||||||||
2941.2|0.0|0.0|0.0|0.0|1.8000483512878418||||||||||||||||||||||||||||||
2941.6|0.0|0.0|0.0|0.0|0.4255214333534241||||||||||||||||||||||||||||||
2942.0|0.0|0.0|0.0|0.0|0.33940547704696655||||||||||||||||||||||||||||||
2942.4|0.0|0.0|0.0|0.0|0.11153003573417664||||||||||||||||||||||||||||||
2942.8|0.0|0.0|0.0|0.0|0.372887521982193||||||||||||||||||||||||||||||
2943.2|0.0|0.0|0.0|0.0|0.510028600692749||||||||||||||||||||||||||||||
2943.6|0.0|0.0|0.0|0.0|1.4543803930282593||||||||||||||||||||||||||||||
2944.0|0.0|0.0|0.0|0.0|0.2889063358306885||||||||||||||||||||||||||||||
2944.4|0.0|0.0|0.0|0.0|0.8269089460372925||||||||||||||||||||||||||||||
2944.8|0.0|0.0|0.0|0.0|0.7214776277542114||||||||||||||||||||||||||||||
2945.2|0.0|0.0|0.0|0.0|0.4227708578109741||||||||||||||||||||||||||||||
2945.6|0.0|0.0|0.0|0.0|0.3167571425437927||||||||||||||||||||||||||||||
2946.0|0.0|0.0|0.0|0.0|1.4005768299102783||||||||||||||||||||||||||||||
2946.4|0.0|0.0|0.0|0.0|0.5948281288146973||||||||||||||||||||||||||||||
2946.8|0.0|0.0|0.0|0.0|0.23172397911548615||||||||||||||||||||||||||||||
2947.2|0.0|0.0|0.0|0.0|0.5294331312179565||||||||||||||||||||||||||||||
2947.6|0.0|0.0|0.0|0.0|0.6928017139434814||||||||||||||||||||||||||||||
2948.0|0.0|0.0|0.0|0.0|0.4068060517311096||||||||||||||||||||||||||||||
2948.4|0.0|0.0|0.0|0.0|0.8896304965019226||||||||||||||||||||||||||||||
2948.8|0.0|0.0|0.0|0.0|0.41257306933403015||||||||||||||||||||||||||||||
2949.2|0.0|0.0|0.0|0.0|0.8988024592399597||||||||||||||||||||||||||||||
2949.6|0.0|0.0|0.0|0.0|0.23126812279224396||||||||||||||||||||||||||||||
2950.0|0.0|0.0|0.0|0.0|3.2844960689544678||||||||||||||||||||||||||||||
2950.4|0.0|0.0|0.0|0.0|1.739344835281372||||||||||||||||||||||||||||||
2950.8|0.0|0.0|0.0|0.0|0.13971109688282013||||||||||||||||||||||||||||||
2951.2|0.0|0.0|0.0|0.0|0.6655200719833374||||||||||||||||||||||||||||||
2951.6|0.0|0.0|0.0|0.0|0.5192188620567322||||||||||||||||||||||||||||||
2952.0|0.0|0.0|0.0|0.0|0.35322660207748413||||||||||||||||||||||||||||||
2952.4|0.0|0.0|0.0|0.0|1.9420855045318604||||||||||||||||||||||||||||||
2952.8|0.0|0.0|0.0|0.0|0.0711524486541748||||||||||||||||||||||||||||||
2953.2|0.0|0.0|0.0|0.0|0.6475028991699219||||||||||||||||||||||||||||||
2953.6|0.0|0.0|0.0|0.0|1.4744162559509277||||||||||||||||||||||||||||||
2954.0|0.0|0.0|0.0|0.0|0.287035197019577||||||||||||||||||||||||||||||
2954.4|0.0|0.0|0.0|0.0|2.3071348667144775||||||||||||||||||||||||||||||
2954.8|0.0|0.0|0.0|0.0|0.23961500823497772||||||||||||||||||||||||||||||
2955.2|0.0|0.0|0.0|0.0|0.31532782316207886||||||||||||||||||||||||||||||
2955.6|0.0|0.0|0.0|0.0|0.2724723815917969||||||||||||||||||||||||||||||
2956.0|0.0|0.0|0.0|0.0|1.8970283269882202||||||||||||||||||||||||||||||
2956.4|0.0|0.0|0.0|0.0|0.09385912865400314||||||||||||||||||||||||||||||
2956.8|0.0|0.0|0.0|0.0|1.233097791671753||||||||||||||||||||||||||||||
2957.2|0.0|0.0|0.0|0.0|1.1431950330734253||||||||||||||||||||||||||||||
2957.6|0.0|0.0|0.0|0.0|0.6920744776725769||||||||||||||||||||||||||||||
2958.0|0.0|0.0|0.0|0.0|1.232890248298645||||||||||||||||||||||||||||||
2958.4|0.0|0.0|0.0|0.0|0.7836768627166748||||||||||||||||||||||||||||||
2958.8|0.0|0.0|0.0|0.0|0.86353999376297||||||||||||||||||||||||||||||
2959.2|0.0|0.0|0.0|0.0|0.4170907139778137||||||||||||||||||||||||||||||
2959.6|0.0|0.0|0.0|0.0|0.19157086312770844||||||||||||||||||||||||||||||
2960.0|0.0|0.0|0.0|0.0|1.418226957321167||||||||||||||||||||||||||||||
2960.4|0.0|0.0|0.0|0.0|0.6153655648231506||||||||||||||||||||||||||||||
2960.8|0.0|0.0|0.0|0.0|0.8071655631065369||||||||||||||||||||||||||||||
2961.2|0.0|0.0|0.0|0.0|0.5411802530288696||||||||||||||||||||||||||||||
2961.6|0.0|0.0|0.0|0.0|0.1445571631193161||||||||||||||||||||||||||||||
2962.0|0.0|0.0|0.0|0.0|1.57655668258667||||||||||||||||||||||||||||||
2962.4|0.0|0.0|0.0|0.0|1.0814950466156006||||||||||||||||||||||||||||||
2962.8|0.0|0.0|0.0|0.0|0.2732332944869995||||||||||||||||||||||||||||||
2963.2|0.0|0.0|0.0|0.0|0.7094709873199463||||||||||||||||||||||||||||||
2963.6|0.0|0.0|0.0|0.0|1.8709356784820557||||||||||||||||||||||||||||||
2964.0|0.0|0.0|0.0|0.0|0.24470177292823792||||||||||||||||||||||||||||||
2964.4|0.0|0.0|0.0|0.0|0.4083198606967926||||||||||||||||||||||||||||||
2964.8|0.0|0.0|0.0|0.0|0.18965521454811096||||||||||||||||||||||||||||||
2965.2|0.0|0.0|0.0|0.0|0.8781358599662781||||||||||||||||||||||||||||||
2965.6|0.0|0.0|0.0|0.0|0.6967192888259888||||||||||||||||||||||||||||||
2966.0|0.0|0.0|0.0|0.0|0.4389050304889679||||||||||||||||||||||||||||||
2966.4|0.0|0.0|0.0|0.0|0.23624201118946075||||||||||||||||||||||||||||||
2966.8|0.0|0.0|0.0|0.0|0.6374683380126953||||||||||||||||||||||||||||||
2967.2|0.0|0.0|0.0|0.0|0.30730462074279785||||||||||||||||||||||||||||||
2967.6|0.0|0.0|0.0|0.0|1.8356600999832153||||||||||||||||||||||||||||||
2968.0|0.0|0.0|0.0|0.0|0.4936090111732483||||||||||||||||||||||||||||||
2968.4|0.0|0.0|0.0|0.0|0.922917366027832||||||||||||||||||||||||||||||
2968.8|0.0|0.0|0.0|0.0|1.388041615486145||||||||||||||||||||||||||||||
2969.2|0.0|0.0|0.0|0.0|0.40402746200561523||||||||||||||||||||||||||||||
2969.6|0.0|0.0|0.0|0.0|0.2835111618041992||||||||||||||||||||||||||||||
2970.0|0.0|0.0|0.0|0.0|0.4120974838733673||||||||||||||||||||||||||||||
2970.4|0.0|0.0|0.0|0.0|0.27452412247657776||||||||||||||||||||||||||||||
2970.8|0.0|0.0|0.0|0.0|0.840082585811615||||||||||||||||||||||||||||||
2971.2|0.0|0.0|0.0|0.0|0.5804025530815125||||||||||||||||||||||||||||||
2971.6|0.0|0.0|0.0|0.0|1.0077053308486938||||||||||||||||||||||||||||||
2972.0|0.0|0.0|0.0|0.0|1.1374472379684448||||||||||||||||||||||||||||||
2972.4|0.0|0.0|0.0|0.0|0.23351168632507324||||||||||||||||||||||||||||||
2972.8|0.0|0.0|0.0|0.0|0.4825911521911621||||||||||||||||||||||||||||||
2973.2|0.0|0.0|0.0|0.0|1.4555801153182983||||||||||||||||||||||||||||||
2973.6|0.0|0.0|0.0|0.0|2.014758825302124||||||||||||||||||||||||||||||
2974.0|0.0|0.0|0.0|0.0|1.2673708200454712||||||||||||||||||||||||||||||
2974.4|0.0|0.0|0.0|0.0|0.31014925241470337||||||||||||||||||||||||||||||
2974.8|0.0|0.0|0.0|0.0|0.9472744464874268||||||||||||||||||||||||||||||
2975.2|0.0|0.0|0.0|0.0|0.5247437357902527||||||||||||||||||||||||||||||
2975.6|0.0|0.0|0.0|0.0|1.121660590171814||||||||||||||||||||||||||||||
2976.0|0.0|0.0|0.0|0.0|0.3319498300552368||||||||||||||||||||||||||||||
2976.4|0.0|0.0|0.0|0.0|0.18348518013954163||||||||||||||||||||||||||||||
2976.8|0.0|0.0|0.0|0.0|0.5090618133544922||||||||||||||||||||||||||||||
2977.2|0.0|0.0|0.0|0.0|0.6924203634262085||||||||||||||||||||||||||||||
2977.6|0.0|0.0|0.0|0.0|0.4009498655796051||||||||||||||||||||||||||||||
2978.0|0.0|0.0|0.0|0.0|1.9974898099899292||||||||||||||||||||||||||||||
2978.4|0.0|0.0|0.0|0.0|0.19500602781772614||||||||||||||||||||||||||||||
2978.8|0.0|0.0|0.0|0.0|0.2527618408203125||||||||||||||||||||||||||||||
2979.2|0.0|0.0|0.0|0.0|0.676609992980957||||||||||||||||||||||||||||||
2979.6|0.0|0.0|0.0|0.0|1.6892187595367432||||||||||||||||||||||||||||||
2980.0|0.0|0.0|0.0|0.0|0.6516631245613098||||||||||||||||||||||||||||||
2980.4|0.0|0.0|0.0|0.0|1.3338656425476074||||||||||||||||||||||||||||||
2980.8|0.0|0.0|0.0|0.0|1.6135261058807373||||||||||||||||||||||||||||||
2981.2|0.0|0.0|0.0|0.0|2.4655356407165527||||||||||||||||||||||||||||||
2981.6|0.0|0.0|0.0|0.0|0.5418059229850769||||||||||||||||||||||||||||||
2982.0|0.0|0.0|0.0|0.0|0.8744345903396606||||||||||||||||||||||||||||||
2982.4|0.0|0.0|0.0|0.0|0.1289065033197403||||||||||||||||||||||||||||||
2982.8|0.0|0.0|0.0|0.0|0.2132728099822998||||||||||||||||||||||||||||||
2983.2|0.0|0.0|0.0|0.0|0.29514122009277344||||||||||||||||||||||||||||||
2983.6|0.0|0.0|0.0|0.0|0.5999001860618591||||||||||||||||||||||||||||||
2984.0|0.0|0.0|0.0|0.0|1.0367809534072876||||||||||||||||||||||||||||||
2984.4|0.0|0.0|0.0|0.0|0.5829678773880005||||||||||||||||||||||||||||||
2984.8|0.0|0.0|0.0|0.0|0.5578017234802246||||||||||||||||||||||||||||||
2985.2|0.0|0.0|0.0|0.0|0.19428464770317078||||||||||||||||||||||||||||||
2985.6|0.0|0.0|0.0|0.0|0.15430599451065063||||||||||||||||||||||||||||||
2986.0|0.0|0.0|0.0|0.0|0.3110947608947754||||||||||||||||||||||||||||||
2986.4|0.0|0.0|0.0|0.0|0.3518594205379486||||||||||||||||||||||||||||||
2986.8|0.0|0.0|0.0|0.0|0.28405678272247314||||||||||||||||||||||||||||||
2987.2|0.0|0.0|0.0|0.0|0.38930198550224304||||||||||||||||||||||||||||||
2987.6|0.0|0.0|0.0|0.0|1.8336129188537598||||||||||||||||||||||||||||||
2988.0|0.0|0.0|0.0|0.0|0.6975244879722595||||||||||||||||||||||||||||||
2988.4|0.0|0.0|0.0|0.0|0.30872422456741333||||||||||||||||||||||||||||||
2988.8|0.0|0.0|0.0|0.0|0.8358258008956909||||||||||||||||||||||||||||||
2989.2|0.0|0.0|0.0|0.0|0.09404313564300537||||||||||||||||||||||||||||||
2989.6|0.0|0.0|0.0|0.0|1.458376407623291||||||||||||||||||||||||||||||
2990.0|0.0|0.0|0.0|0.0|0.6121413111686707||||||||||||||||||||||||||||||
2990.4|0.0|0.0|0.0|0.0|1.4609150886535645||||||||||||||||||||||||||||||
2990.8|0.0|0.0|0.0|0.0|0.9916706681251526||||||||||||||||||||||||||||||
2991.2|0.0|0.0|0.0|0.0|0.5470060110092163||||||||||||||||||||||||||||||
2991.6|0.0|0.0|0.0|0.0|0.6673877239227295||||||||||||||||||||||||||||||
2992.0|0.0|0.0|0.0|0.0|0.23979444801807404||||||||||||||||||||||||||||||
2992.4|0.0|0.0|0.0|0.0|0.32390424609184265||||||||||||||||||||||||||||||
2992.8|0.0|0.0|0.0|0.0|1.2151519060134888||||||||||||||||||||||||||||||
2993.2|0.0|0.0|0.0|0.0|1.783433198928833||||||||||||||||||||||||||||||
2993.6|0.0|0.0|0.0|0.0|0.702873706817627||||||||||||||||||||||||||||||
2994.0|0.0|0.0|0.0|0.0|0.19772948324680328||||||||||||||||||||||||||||||
2994.4|0.0|0.0|0.0|0.0|0.3072093725204468||||||||||||||||||||||||||||||
2994.8|0.0|0.0|0.0|0.0|0.31392353773117065||||||||||||||||||||||||||||||
2995.2|0.0|0.0|0.0|0.0|1.4810209274291992||||||||||||||||||||||||||||||
2995.6|0.0|0.0|0.0|0.0|0.3692563772201538||||||||||||||||||||||||||||||
2996.0|0.0|0.0|0.0|0.0|0.2861090898513794||||||||||||||||||||||||||||||
2996.4|0.0|0.0|0.0|0.0|0.09206206351518631||||||||||||||||||||||||||||||
2996.8|0.0|0.0|0.0|0.0|0.2376287430524826||||||||||||||||||||||||||||||
2997.2|0.0|0.0|0.0|0.0|1.0603605508804321||||||||||||||||||||||||||||||
2997.6|0.0|0.0|0.0|0.0|0.382381409406662||||||||||||||||||||||||||||||
2998.0|0.0|0.0|0.0|0.0|0.28859207034111023||||||||||||||||||||||||||||||
2998.4|0.0|0.0|0.0|0.0|0.21410194039344788||||||||||||||||||||||||||||||
2998.8|0.0|0.0|0.0|0.0|0.6648416519165039||||||||||||||||||||||||||||||
2999.2|0.0|0.0|0.0|0.0|1.6146235466003418||||||||||||||||||||||||||||||
2999.6|0.0|0.0|0.0|0.0|2.237586498260498||||||||||||||||||||||||||||||
