,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[1910, 1912, 1909, 1283, 1285, 1292]","[1291, 1284, 1282]","[1909, 1911, 1908]",6.0168530764165045,0.6737185534281168,1.2848207583825486,-2.4076323247303737,-1.86046359861453,3.257905865043301,0.7405312983871191,0.0037106385941083524
